"a_o_creacion","mes_creacion","tipo_entidad","codigo_entidad","instancia_recepcion","motivo","producto","departamento","municipio","cantidad_quejas_recibidas"
"2026","1","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","CUNDINAMARCA","UBAQUE","1"
"2026","1","1","7","Entidad vigilada","Fallas o inoportunidad en el proceso de vinculación","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","NARIÑO","SAN BERNARDO","2"
"2026","1","1","7","Entidad vigilada","Fallas o inoportunidad en el proceso de vinculación","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","ANTIOQUIA","TURBO","6"
"2026","1","1","7","Otra (remisión por competencia)","Incumplimiento en entrega y activación de tarjetas","Cuenta de ahorro","ANTIOQUIA","MEDELLÍN","2"
"2026","1","1","7","Superintendencia Financiera de Colombia","Transacción no reconocida","Tarjetas de crédito","ANTIOQUIA","ITAGÜÍ","1"
"2026","1","13","6","Entidad vigilada","Error en la emisión de la póliza","Seguro Obligatorio de Accidentes de Tránsito (SOAT)","VALLE DEL CAUCA","CALI","2"
"2026","1","14","23","Otra (remisión por competencia)","Demora en la prestación del servicio","Seguro de riesgos laborales","BOYACÁ","TUNJA","1"
"2026","1","1","7","Superintendencia Financiera de Colombia","Revisión y/o liquidación de productos","CDT","VALLE DEL CAUCA","TULUÁ","2"
"2026","1","1","7","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","SUCRE","SAN ONOFRE","1"
"2026","1","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","CAUCA","EL TAMBO","3"
"2026","1","1","7","Entidad vigilada","Transacción no reconocida","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","CHOCÓ","NUQUÍ","1"
"2026","1","1","7","Entidad vigilada","Errores en el contenido de la información en informes, extractos o reportes.","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","ANTIOQUIA","MEDELLÍN","3"
"2026","1","1","7","Superintendencia Financiera de Colombia","Omisión o envío tardío o inoportuno de informes, extractos o reportes a los que esté obligada la entidad.","Cuenta de ahorro","ANTIOQUIA","ENVIGADO","2"
"2026","1","1","7","Entidad vigilada","Transacción no reconocida","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","ANTIOQUIA","ABEJORRAL","8"
"2026","1","1","7","Entidad vigilada","Transacción mal aplicada","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","CUNDINAMARCA","ALBÁN","3"
"2026","1","1","7","Entidad vigilada","Transacción no reconocida","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","ANTIOQUIA","SAN LUIS","2"
"2026","1","1","7","Entidad vigilada","Transacción mal aplicada","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","CESAR","RÍO DE ORO","4"
"2026","1","1","7","Entidad vigilada","Demora o no aplicación del pago","Cuenta de ahorro","BOGOTÁ, D.C.","BOGOTÁ, D.C.","10"
"2026","1","1","7","Entidad vigilada","Transacción mal aplicada","Cuenta de ahorro","CUNDINAMARCA","FUNZA","2"
"2026","1","1","7","Entidad vigilada","Errores en la resolución de quejas, reclamos o peticiones.","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","CUNDINAMARCA","PASCA","1"
"2026","1","1","7","Entidad vigilada","Inconsistencias en el movimiento y saldo total del producto","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","VALLE DEL CAUCA","PALMIRA","2"
"2026","1","1","7","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","BOLÍVAR","MAGANGUÉ","3"
"2026","1","1","7","Entidad vigilada","Fallas o inoportunidad en el proceso de vinculación","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","PUTUMAYO","PUERTO GUZMÁN","5"
"2026","1","1","7","Entidad vigilada","Inconformidad por bloqueo de productos","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","RISARALDA","DOSQUEBRADAS","1"
"2026","1","1","7","Entidad vigilada","Incumplimiento en entrega y activación de tarjetas","Cuenta de ahorro","SANTANDER","BUCARAMANGA","18"
"2026","1","1","7","Entidad vigilada","Producto terminado o cancelado sin justificación","Cuenta de ahorro","ATLÁNTICO","BARANOA","1"
"2026","1","1","7","Entidad vigilada","Fallas o inoportunidad en el proceso de vinculación","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","VALLE DEL CAUCA","PRADERA","2"
"2026","1","1","7","Entidad vigilada","Transacción mal aplicada","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","VALLE DEL CAUCA","VIJES","3"
"2026","1","1","7","Entidad vigilada","Transacción no reconocida","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","CÓRDOBA","PUEBLO NUEVO","2"
"2026","1","1","7","Entidad vigilada","Transacción no reconocida","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","CUNDINAMARCA","CHÍA","34"
"2026","1","1","13","Entidad vigilada","Transacción mal aplicada","Cuenta de ahorro","RISARALDA","SANTA ROSA DE CABAL","1"
"2026","1","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","LA GUAJIRA","MAICAO","16"
"2026","1","1","7","Entidad vigilada","Transacción no reconocida","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","NARIÑO","IPIALES","14"
"2026","1","1","13","Entidad vigilada","Transferencias no ejecutadas","Cuenta de ahorro","HUILA","NEIVA","1"
"2026","1","1","13","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","CUNDINAMARCA","CHÍA","1"
"2026","1","1","7","Entidad vigilada","Inconformidad por cobros de terceros","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","VALLE DEL CAUCA","CALI","28"
"2026","1","1","7","Entidad vigilada","Fallas o inoportunidad en el proceso de vinculación","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","ARAUCA","ARAUQUITA","1"
"2026","1","1","7","Superintendencia Financiera de Colombia","Transacción no reconocida","Cuenta de ahorro","CUNDINAMARCA","SOACHA","2"
"2026","1","4","118","Defensor del consumidor financiero","No levantamiento de reporte negativo a centrales de riesgo","Microcrédito","SUCRE","SINCELEJO","1"
"2026","1","1","43","Entidad vigilada","Retiro completo del depósito","Cuenta de ahorro","NORTE DE SANTANDER","SAN JOSÉ DE CÚCUTA","2"
"2026","1","1","7","Entidad vigilada","Transferencias no ejecutadas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","ANTIOQUIA","MEDELLÍN","60"
"2026","1","25","14","Entidad vigilada","Pago de aportes - Aportes inconsistentes o pendientes de acreditar en la cuenta o en la historia laboral","Pensiones obligatorias - Vejez","BOYACÁ","VILLA DE LEYVA","1"
"2026","1","23","2","Defensor del consumidor financiero","Reconocimiento de prestaciones económicas - Inconformidad frente al pago de la prestación económica","Pensiones obligatorias - Vejez","NORTE DE SANTANDER","SAN JOSÉ DE CÚCUTA","1"
"2026","1","23","2","Defensor del consumidor financiero","Reconocimiento de prestaciones económicas - Inconformidad frente a la definición o cálculo de la mesada pensional","Pensiones obligatorias - Invalidez","ANTIOQUIA","MEDELLÍN","1"
"2026","1","1","42","Superintendencia Financiera de Colombia","No entrega de paz y salvo","Tarjetas de crédito","BOGOTÁ, D.C.","BOGOTÁ, D.C.","2"
"2026","1","1","13","Entidad vigilada","Inconformidades relacionadas con el proceso de cobranza","Creditos de consumo","MAGDALENA","SANTA MARTA","1"
"2026","1","1","13","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","ANTIOQUIA","BELLO","4"
"2026","1","1","13","Entidad vigilada","Inconformidad por bloqueo de productos","Cuenta de ahorro","ANTIOQUIA","BELLO","1"
"2026","1","25","14","Superintendencia Financiera de Colombia","Calificación del estado de invalidez - Fallas o deficiencias en el proceso de valoración de pérdida de capacidad laboral","Pensiones obligatorias - Vejez","NORTE DE SANTANDER","SAN JOSÉ DE CÚCUTA","1"
"2026","1","23","2","Entidad vigilada","No disponibilidad o fallas de los canales de atención","Otros Productos de Pensiones y Cesantías","ANTIOQUIA","RIONEGRO","2"
"2026","1","1","13","Entidad vigilada","Descuentos no autorizados para el pago de obligaciones","Cuenta de ahorro","SANTANDER","BARRANCABERMEJA","5"
"2026","1","1","7","Entidad vigilada","Inconsistencias en los pagos a terceros","Cuenta de ahorro","BOLÍVAR","CARTAGENA DE INDIAS","2"
"2026","1","1","13","Entidad vigilada","Inadecuado tratamiento de datos personales","Cuenta de ahorro","VALLE DEL CAUCA","CALI","1"
"2026","1","23","2","Entidad vigilada","Incapacidades - Inconformidad o demora en el trámite de reconocimiento o pago de incapacidades","Pensiones obligatorias - Vejez","ANTIOQUIA","LA ESTRELLA","1"
"2026","1","1","13","Entidad vigilada","Indebido deber de asesoría","Otros productos de Establecimientos de Crédito y SEDPE","ANTIOQUIA","FREDONIA","1"
"2026","1","1","13","Entidad vigilada","Descuentos no autorizados para el pago de obligaciones","Cuenta de ahorro","CUNDINAMARCA","SOACHA","2"
"2026","1","1","13","Entidad vigilada","Dificultad o imposibilidad para realizar transacciones o consulta de información por el canal","Cuenta de ahorro","CUNDINAMARCA","SOACHA","2"
"2026","1","1","7","Entidad vigilada","Dificultad o imposibilidad para realizar transacciones o consulta de información por el canal","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","SANTANDER","OIBA","1"
"2026","1","1","13","Entidad vigilada","Transacción mal aplicada","Cuenta de ahorro","VALLE DEL CAUCA","CALI","15"
"2026","1","1","6","Entidad vigilada","Transacción no reconocida","Tarjetas de crédito","SANTANDER","BUCARAMANGA","3"
"2026","1","1","13","Entidad vigilada","Transacción mal aplicada","Tarjetas de crédito","CUNDINAMARCA","CAJICÁ","1"
"2026","1","1","13","Superintendencia Financiera de Colombia","No entrega de paz y salvo","Creditos de consumo","VALLE DEL CAUCA","CALI","2"
"2026","1","1","7","Entidad vigilada","Transacción mal aplicada","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","META","VILLAVICENCIO","132"
"2026","1","25","14","Defensor del consumidor financiero","Pago de prestaciones - No pago, pago tardío o suspensión de la mesada pensional","Pensiones obligatorias - Sobrevivencia","SANTANDER","BUCARAMANGA","1"
"2026","1","25","14","Entidad vigilada","Reconocimiento de prestaciones económicas - Demora en la definición del trámite de la prestación económica","Pensiones obligatorias - Vejez","CHOCÓ","QUIBDÓ","1"
"2026","1","1","42","Entidad vigilada","No disponibilidad o fallas de los canales de atención","Tarjetas de crédito","CUNDINAMARCA","CAJICÁ","1"
"2026","1","1","54","Superintendencia Financiera de Colombia","No disponibilidad o fallas de los canales de atención","Otros productos de Establecimientos de Crédito y SEDPE","VALLE DEL CAUCA","CALI","3"
"2026","1","1","13","Entidad vigilada","Dificultad o imposibilidad para realizar transacciones o consulta de información por el canal","Otros productos de Establecimientos de Crédito y SEDPE","VALLE DEL CAUCA","CALI","1"
"2026","1","1","42","Entidad vigilada","Transacción no reconocida","Tarjetas de crédito","BOGOTÁ, D.C.","BOGOTÁ, D.C.","13"
"2026","1","25","14","Entidad vigilada","Demora o no aplicación del pago","Pensiones obligatorias - Vejez","SANTANDER","BARRANCABERMEJA","3"
"2026","1","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","HUILA","LA PLATA","2"
"2026","1","1","30","Defensor del consumidor financiero","Error en la aplicación del pago","Créditos de vivienda","BOGOTÁ, D.C.","BOGOTÁ, D.C.","5"
"2026","1","1","54","Entidad vigilada","Información o asesoría incompleta y/o errada","Tarjetas de crédito","BOGOTÁ, D.C.","BOGOTÁ, D.C.","2"
"2026","1","1","39","Entidad vigilada","No disponibilidad o fallas de los canales de atención","Tarjetas de crédito","ANTIOQUIA","LA ESTRELLA","1"
"2026","1","13","44","Entidad vigilada","Vinculación no autorizada","Seguro de accidentes personales","ANTIOQUIA","SANTA BÁRBARA","2"
"2026","1","1","54","Entidad vigilada","Errores en la resolución de quejas, reclamos o peticiones.","Créditos comerciales","ANTIOQUIA","MEDELLÍN","1"
"2026","1","1","39","Entidad vigilada","Otros motivos","Tarjetas de crédito","TOLIMA","PURIFICACIÓN","1"
"2026","1","13","44","Entidad vigilada","Demora en la definición de indemnización","Seguro de vida grupo","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","1","1","39","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","NORTE DE SANTANDER","HACARÍ","1"
"2026","1","1","39","Superintendencia Financiera de Colombia","Revisión y/o liquidación de productos","Créditos comerciales","BOYACÁ","NOBSA","1"
"2026","1","1","56","Entidad vigilada","Inconsistencia en el cálculo y/o aplicación de impuestos","Cuenta de ahorro","SANTANDER","BUCARAMANGA","1"
"2026","1","1","43","Entidad vigilada","Transferencias no ejecutadas","Otros productos de Establecimientos de Crédito y SEDPE","MAGDALENA","GUAMAL","1"
"2026","1","22","8","Entidad vigilada","Omisión o envío tardío o inoportuno de informes, extractos o reportes a los que esté obligada la entidad.","Créditos de vivienda","SANTANDER","SAN GIL","1"
"2026","1","1","43","Superintendencia Financiera de Colombia","Transacción no reconocida","Cuenta de ahorro","NORTE DE SANTANDER","SALAZAR","1"
"2026","1","1","39","Entidad vigilada","Dificultad o imposibilidad para realizar transacciones o consulta de información por el canal","Tarjetas de crédito","SANTANDER","SAN GIL","1"
"2026","1","1","30","Entidad vigilada","Vinculación no autorizada","Creditos de consumo","BOGOTÁ, D.C.","BOGOTÁ, D.C.","3"
"2026","1","1","39","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","ARAUCA","ARAUCA","10"
"2026","1","1","39","Superintendencia Financiera de Colombia","Revisión y/o liquidación de productos","Otros productos de Establecimientos de Crédito y SEDPE","RISARALDA","PEREIRA","4"
"2026","1","14","11","Entidad vigilada","Demora o error en devolución de prima o aporte","Seguro de vida individual","BOGOTÁ, D.C.","BOGOTÁ, D.C.","2"
"2026","1","1","43","Entidad vigilada","Inconformidad con tasas de interés","Créditos comerciales","NARIÑO","SAMANIEGO","1"
"2026","1","1","43","Superintendencia Financiera de Colombia","Error o falta de claridad en las cláusulas del contrato o de la póliza","Créditos comerciales","BOGOTÁ, D.C.","BOGOTÁ, D.C.","5"
"2026","1","22","8","Entidad vigilada","Indebido deber de asesoría","Cesantías","SUCRE","SINCELEJO","1"
"2026","1","1","43","Entidad vigilada","Reporte injustificado a centrales de riesgo","Créditos comerciales","ANTIOQUIA","CAÑASGORDAS","1"
"2026","1","14","11","Entidad vigilada","Cobros a póliza terminada","Seguro de salud","BOGOTÁ, D.C.","BOGOTÁ, D.C.","2"
"2026","1","1","39","Entidad vigilada","Transacción no reconocida","Otros productos de Establecimientos de Crédito y SEDPE","BOGOTÁ, D.C.","BOGOTÁ, D.C.","55"
"2026","1","1","39","Superintendencia Financiera de Colombia","Transacción no reconocida","Cuenta de ahorro","QUINDÍO","ARMENIA","3"
"2026","1","14","11","Entidad vigilada","Demora o no entrega del contrato o de la póliza","Seguro de riesgos laborales","RISARALDA","PEREIRA","2"
"2026","1","1","23","Superintendencia Financiera de Colombia","Otros motivos","Leasing habitacional","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","1","1","39","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","CALDAS","VITERBO","2"
"2026","1","1","23","Superintendencia Financiera de Colombia","Inconsistencias en el movimiento y saldo total del producto","Tarjetas de crédito","ANTIOQUIA","ITAGÜÍ","1"
"2026","1","1","43","Entidad vigilada","Inconsistencias en el movimiento y saldo total del producto","Créditos comerciales","BOYACÁ","VILLA DE LEYVA","1"
"2026","1","1","39","Entidad vigilada","Revisión y/o liquidación de productos","Otros productos de Establecimientos de Crédito y SEDPE","TOLIMA","IBAGUÉ","1"
"2026","1","1","30","Superintendencia Financiera de Colombia","Inconformidades relacionadas con el proceso de cobranza","Microcrédito","CUNDINAMARCA","FUSAGASUGÁ","1"
"2026","1","23","10","Superintendencia Financiera de Colombia","Reconocimiento de prestaciones económicas - Inconformidad con la asignación de la modalidad de pensión","Pensiones obligatorias - Vejez","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","1","1","12","Entidad vigilada","Vinculación no autorizada","Creditos de consumo","BOGOTÁ, D.C.","BOGOTÁ, D.C.","3"
"2026","1","22","8","Entidad vigilada","Error en la aplicación del pago","Créditos de vivienda","NORTE DE SANTANDER","SAN JOSÉ DE CÚCUTA","14"
"2026","1","13","24","Otra (remisión por competencia)","Otros motivos","Seguro Obligatorio de Accidentes de Tránsito (SOAT)","NORTE DE SANTANDER","ÁBREGO","1"
"2026","1","1","67","Entidad vigilada","Limitación en la expedición de certificaciones","Creditos de consumo","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","1","14","26","Entidad vigilada","Fallas o inoportunidad en el proceso de vinculación","Seguro de accidentes personales","NORTE DE SANTANDER","PAMPLONA","2"
"2026","1","14","11","Entidad vigilada","No disponibilidad o fallas de los canales de atención","Seguro de salud","VALLE DEL CAUCA","CALI","16"
"2026","1","1","13","Superintendencia Financiera de Colombia","FALLAS O NO DISPONIBILIDAD DE CANALES DE PRESTACIÓN DE SERVICIOS","Cuenta de ahorro","VALLE DEL CAUCA","CALI","1"
"2026","1","4","122","Entidad vigilada","Revisión y/o liquidación de productos","Creditos de consumo","VALLE DEL CAUCA","CANDELARIA","2"
"2026","1","4","128","Entidad vigilada","No levantamiento de reporte negativo a centrales de riesgo","Tarjetas de crédito","VALLE DEL CAUCA","PALMIRA","1"
"2026","1","14","17","Entidad vigilada","Demora o error en devolución de prima o aporte","Seguro de vida grupo","ANTIOQUIA","SANTA FÉ DE ANTIOQUIA","1"
"2026","1","14","23","Otra (remisión por competencia)","Dificultad en el acceso a la información","Seguro de riesgos laborales","CAQUETÁ","CARTAGENA DEL CHAIRÁ","1"
"2026","1","1","12","Superintendencia Financiera de Colombia","Revisión y/o liquidación de productos","Creditos de consumo","VALLE DEL CAUCA","GUADALAJARA DE BUGA","1"
"2026","1","13","33","Entidad vigilada","Inconformidad con la definición, autorización, dictamen o diagnóstico","Seguro de vida grupo","NARIÑO","PASTO","1"
"2026","1","1","39","Entidad vigilada","Transacción no reconocida","Tarjetas de crédito","SANTANDER","BUCARAMANGA","137"
"2026","1","14","23","Otra (remisión por competencia)","Dificultad en el acceso a la información","Seguro de riesgos laborales","VALLE DEL CAUCA","ZARZAL","1"
"2026","1","5","31","Defensor del consumidor financiero","Información incompleta y/o errada en la ejecución","Fiducia de administración","ANTIOQUIA","MEDELLÍN","1"
"2026","1","1","52","Entidad vigilada","Inconsistencia en seguros","Microcrédito","BOGOTÁ, D.C.","BOGOTÁ, D.C.","6"
"2026","1","13","33","Entidad vigilada","Mal trato por parte de un funcionario","Seguro de automóviles","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","1","13","33","Entidad vigilada","Demora en la prestación del servicio","Seguro de hogar","CUNDINAMARCA","CHÍA","1"
"2026","1","5","59","Entidad vigilada","Incumplimiento de inversiones con políticas definidas","Fiducia inmobiliaria","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","1","1","1","Superintendencia Financiera de Colombia","Revisión y/o liquidación de productos","Cuenta de ahorro","BOLÍVAR","SANTA ROSA DEL SUR","2"
"2026","1","13","29","Entidad vigilada","Demora o no entrega del contrato o de la póliza","Seguro Obligatorio de Accidentes de Tránsito (SOAT)","CESAR","VALLEDUPAR","1"
"2026","1","13","18","Otra (remisión por competencia)","Demora en el pago de la indemnización o suma asegurada","Seguro de vida individual","ANTIOQUIA","MEDELLÍN","1"
"2026","1","13","6","Entidad vigilada","Incumplimiento de obligaciones en prestación del servicio","Otros productos de seguros","SANTANDER","BUCARAMANGA","1"
"2026","1","13","22","Defensor del consumidor financiero","Fallas en débito automático","Seguro de automóviles","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","1","14","33","Entidad vigilada","Demora o no aplicación del pago","Seguro de riesgos laborales","ATLÁNTICO","BARRANQUILLA","2"
"2026","1","13","27","Entidad vigilada","Demora en la autorización de servicios","Seguro Obligatorio de Accidentes de Tránsito (SOAT)","BOGOTÁ, D.C.","BOGOTÁ, D.C.","2"
"2026","1","1","53","Entidad vigilada","Información o asesoría incompleta y/o errada","Otros productos de Establecimientos de Crédito y SEDPE","BOGOTÁ, D.C.","BOGOTÁ, D.C.","2"
"2026","1","127","5","Entidad vigilada","Inconformidad con novedades en la actualización del ingreso o retiro","Planilla integrada de liquidación de aportes","CÓRDOBA","SAN ANTERO","1"
"2026","1","4","124","Entidad vigilada","Fallas o inoportunidad en el proceso de vinculación","Creditos de consumo","VALLE DEL CAUCA","CALI","1"
"2026","1","14","23","Otra (remisión por competencia)","Información inoportuna","Seguro de riesgos laborales","CUNDINAMARCA","FUSAGASUGÁ","1"
"2026","1","15","2","Superintendencia Financiera de Colombia","Demora en atención del siniestro","Seguro de vida grupo","CESAR","AGUSTÍN CODAZZI","1"
"2026","1","5","33","Superintendencia Financiera de Colombia","Inconsistencias en el movimiento y saldo total del producto","Fiducia de administración","ANTIOQUIA","MEDELLÍN","1"
"2026","1","1","55","Entidad vigilada","Inconsistencia en el cálculo y/o aplicación de impuestos","Creditos de consumo","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","1","13","22","Entidad vigilada","Inconformidad con el servicio prestado por el proveedor","Seguro de hogar","BOGOTÁ, D.C.","BOGOTÁ, D.C.","2"
"2026","1","4","117","Entidad vigilada","No resolución a quejas, peticiones y reclamos","Créditos de vivienda","SANTANDER","GIRÓN","1"
"2026","1","1","67","Superintendencia Financiera de Colombia","Demora o no devolución de saldos, aportes o primas","Otros productos de Establecimientos de Crédito y SEDPE","BOGOTÁ, D.C.","BOGOTÁ, D.C.","3"
"2026","1","13","27","Entidad vigilada","Demora en la definición de indemnización","Seguro de desempleo","SANTANDER","BUCARAMANGA","1"
"2026","1","1","63","Defensor del consumidor financiero","No levantamiento de reporte negativo a centrales de riesgo","Tarjetas de crédito","META","VILLAVICENCIO","1"
"2026","1","14","1","Entidad vigilada","Demora en el pago de la indemnización o suma asegurada","Seguro de salud","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","1","14","23","Otra (remisión por competencia)","Demora en la atención o en el servicio requerido","Seguro de riesgos laborales","VALLE DEL CAUCA","CALI","1"
"2026","1","1","12","Superintendencia Financiera de Colombia","No cancelación o terminación de los productos","Cuenta de ahorro","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","1","14","32","Entidad vigilada","Demora en la definición de indemnización","Seguro de accidentes personales","TOLIMA","IBAGUÉ","1"
"2026","1","32","2","Entidad vigilada","Inconformidades relacionadas con el proceso de cobranza","Microcrédito","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","1","14","23","Otra (remisión por competencia)","Demora en la prestación del servicio","Seguro de riesgos laborales","NARIÑO","PASTO","1"
"2026","1","1","1","Superintendencia Financiera de Colombia","Transacción no reconocida","Cuenta de ahorro","CÓRDOBA","MONTELÍBANO","1"
"2026","1","1","39","Entidad vigilada","Transacción mal aplicada","Cuenta de ahorro","CUNDINAMARCA","CAJICÁ","1"
"2026","1","22","8","Superintendencia Financiera de Colombia","Error en la aplicación del pago","Créditos de vivienda","MAGDALENA","SANTA MARTA","1"
"2026","1","1","39","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","VALLE DEL CAUCA","ROLDANILLO","8"
"2026","1","14","11","Entidad vigilada","No disponibilidad o fallas de los canales de atención","Seguro de riesgos laborales","NORTE DE SANTANDER","SAN JOSÉ DE CÚCUTA","18"
"2026","1","1","43","Otra (remisión por competencia)","Dificultad o imposibilidad para realizar transacciones o consulta de información por el canal","Cuenta de ahorro","LA GUAJIRA","MAICAO","1"
"2026","1","1","49","Superintendencia Financiera de Colombia","Revisión y/o liquidación de productos","Tarjetas de crédito","VALLE DEL CAUCA","PALMIRA","1"
"2026","1","1","43","Entidad vigilada","Devolución ahorro y/o otorgamiento del beneficio - Presunta falsificación o suplantación","Títulos de Ahorro Educativo (TAE)","BOLÍVAR","EL PEÑÓN","1"
"2026","1","14","11","Entidad vigilada","Vinculación no autorizada","Seguro de salud","ANTIOQUIA","MEDELLÍN","3"
"2026","1","1","43","Superintendencia Financiera de Colombia","Transacción no reconocida","Cuenta de ahorro","NORTE DE SANTANDER","SAN JOSÉ DE CÚCUTA","4"
"2026","1","1","39","Entidad vigilada","Información incompleta o confusa para la transferencia","Cuenta de ahorro","CUNDINAMARCA","SOACHA","9"
"2026","1","14","11","Entidad vigilada","Demora en el pago de la indemnización o suma asegurada","Seguro de vida individual","HUILA","NEIVA","1"
"2026","1","1","49","Superintendencia Financiera de Colombia","Inconformidad con tasas de interés","Creditos de consumo","ANTIOQUIA","MEDELLÍN","1"
"2026","1","1","23","Defensor del consumidor financiero","Dificultad o imposibilidad para realizar transacciones o consulta de información por el canal","Otros productos de Establecimientos de Crédito y SEDPE","BOGOTÁ, D.C.","BOGOTÁ, D.C.","3"
"2026","1","1","43","Entidad vigilada","Inconsistencia en la activación de llave","Otros productos de Establecimientos de Crédito y SEDPE","CUNDINAMARCA","MOSQUERA","1"
"2026","1","22","8","Entidad vigilada","Error o falta de claridad en las cláusulas del contrato o de la póliza","Créditos de vivienda","ANTIOQUIA","MEDELLÍN","2"
"2026","1","22","8","Entidad vigilada","Demora en la atención o en el servicio requerido","Créditos de vivienda","BOYACÁ","TUNJA","1"
"2026","1","128","3","Entidad vigilada","Inconformidad por bloqueo de productos","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","BOLÍVAR","MAGANGUÉ","1"
"2026","1","1","39","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","RISARALDA","SANTA ROSA DE CABAL","12"
"2026","1","1","39","Defensor del consumidor financiero","Transacción no reconocida","Tarjetas de crédito","BOYACÁ","DUITAMA","1"
"2026","1","1","43","Entidad vigilada","Demora en la atención o en el servicio requerido","Títulos de Ahorro Educativo (TAE)","QUINDÍO","ARMENIA","1"
"2026","1","1","43","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","SANTANDER","CONTRATACIÓN","1"
"2026","1","1","43","Entidad vigilada","Devolución ahorro y/o otorgamiento del beneficio - Presunta falsificación o suplantación","Títulos de Ahorro Educativo (TAE)","CÓRDOBA","SAHAGÚN","1"
"2026","1","1","49","Entidad vigilada","Inconsistencia en el cobro de gastos","Creditos de consumo","BOGOTÁ, D.C.","BOGOTÁ, D.C.","3"
"2026","1","128","3","Superintendencia Financiera de Colombia","Transacción no reconocida","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","BOGOTÁ, D.C.","BOGOTÁ, D.C.","6"
"2026","1","1","30","Entidad vigilada","Cobro por operaciones fallidas en cajeros electrónicos","Cuenta de ahorro","BOGOTÁ, D.C.","BOGOTÁ, D.C.","163"
"2026","1","1","30","Defensor del consumidor financiero","Inconformidad en proceso de embargos","Cuenta de ahorro","BOGOTÁ, D.C.","BOGOTÁ, D.C.","12"
"2026","1","13","44","Entidad vigilada","Vinculación no autorizada","Seguro de accidentes personales","ARAUCA","ARAUCA","1"
"2026","1","1","39","Superintendencia Financiera de Colombia","Transacción no reconocida","Otros productos de Establecimientos de Crédito y SEDPE","BOLÍVAR","TURBACO","1"
